ms043685,"United States",Beyonce,91577,"Single Ladies (Put A Ring On It)"
2008-11-01,72,billboard-us
2008-11-08,56,billboard-us
2008-11-15,44,billboard-us
2008-11-22,39,billboard-us
2008-11-29,28,billboard-us
2008-12-06,2,billboard-us
2008-12-13,1,billboard-us
2008-12-20,2,billboard-us
2008-12-27,1,billboard-us
2009-01-03,1,billboard-us
2009-01-10,1,billboard-us
2009-01-17,2,billboard-us
2009-01-24,2,billboard-us
2009-01-31,2,billboard-us
2009-02-07,3,billboard-us
2009-02-14,2,billboard-us
2009-02-21,5,billboard-us
2009-02-28,9,billboard-us
2009-03-07,11,billboard-us
2009-03-14,16,billboard-us
2009-03-21,20,billboard-us
2009-03-28,24,billboard-us
2009-04-04,30,billboard-us
2009-04-11,31,billboard-us
2009-04-18,35,billboard-us
2009-04-25,47,billboard-us
2009-05-02,50,billboard-us
2008-11-13,159,top100-uk
2008-11-20,67,top100-uk
2008-11-27,62,top100-uk
2008-12-04,37,top100-uk
2008-12-11,24,top100-uk
2008-12-18,20,top100-uk
2008-12-25,18,top100-uk
2009-01-01,14,top100-uk
2009-01-08,8,top100-uk
2009-01-15,7,top100-uk
2009-01-22,7,top100-uk
2009-01-29,8,top100-uk
2009-02-05,9,top100-uk
2009-02-12,7,top100-uk
2009-02-19,8,top100-uk
2009-02-26,13,top100-uk
2009-03-05,17,top100-uk
2009-03-12,22,top100-uk
2009-03-19,24,top100-uk
2009-03-26,29,top100-uk
2009-04-02,26,top100-uk
2009-04-09,37,top100-uk
2009-04-16,44,top100-uk
2009-04-23,44,top100-uk
2009-04-30,44,top100-uk
2009-05-07,45,top100-uk
2009-05-14,55,top100-uk
2009-05-21,59,top100-uk
2009-05-28,44,top100-uk
2009-06-04,56,top100-uk
2009-06-11,57,top100-uk
2009-06-18,65,top100-uk
2009-06-25,80,top100-uk
2009-07-02,109,top100-uk
2009-07-09,104,top100-uk
2009-07-16,90,top100-uk
2009-07-23,90,top100-uk
2009-07-30,84,top100-uk
2009-08-06,80,top100-uk
2009-08-13,75,top100-uk
2009-08-20,78,top100-uk
2009-08-27,84,top100-uk
2009-09-03,77,top100-uk
2009-09-10,91,top100-uk
2009-09-17,83,top100-uk
2009-09-24,93,top100-uk
2009-10-01,91,top100-uk
2009-10-08,97,top100-uk
2009-10-15,116,top100-uk
2009-10-22,118,top100-uk
2009-10-29,117,top100-uk
2009-11-05,72,top100-uk
2009-11-12,77,top100-uk
2009-11-19,100,top100-uk
2009-11-26,97,top100-uk
2009-12-03,92,top100-uk
2009-12-10,101,top100-uk
2009-12-17,128,top100-uk
2009-12-24,115,top100-uk
2009-12-31,71,top100-uk
2010-01-07,83,top100-uk
2010-01-14,85,top100-uk
2010-01-21,80,top100-uk
2010-01-28,60,top100-uk
2010-02-04,45,top100-uk
2010-02-11,64,top100-uk
2010-02-18,70,top100-uk
2010-02-25,61,top100-uk
2010-03-04,72,top100-uk
2010-03-11,82,top100-uk
2010-03-18,69,top100-uk
2010-03-25,79,top100-uk
2010-04-01,95,top100-uk
2010-04-08,88,top100-uk
2010-04-15,75,top100-uk
2010-04-22,84,top100-uk
2010-04-29,95,top100-uk
2010-05-06,109,top100-uk
2010-05-13,113,top100-uk
2010-05-20,122,top100-uk
2010-05-27,121,top100-uk
2010-06-03,84,top100-uk
2010-06-10,83,top100-uk
2010-06-17,90,top100-uk
2010-06-24,95,top100-uk
2010-07-01,106,top100-uk
2010-07-08,109,top100-uk
2010-07-15,118,top100-uk
2010-07-22,126,top100-uk
2010-07-29,131,top100-uk
2010-08-05,107,top100-uk
2010-08-12,113,top100-uk
2010-08-19,136,top100-uk
2010-08-26,153,top100-uk
2010-09-02,162,top100-uk
2010-09-09,171,top100-uk
2010-09-16,172,top100-uk
2010-09-23,171,top100-uk
2010-09-30,182,top100-uk
2010-10-07,167,top100-uk
2010-10-14,194,top100-uk
2010-12-30,174,top100-uk
2011-01-13,200,top100-uk
2011-05-26,117,top100-uk
2011-06-02,113,top100-uk
2011-06-09,154,top100-uk
2011-06-16,181,top100-uk
2011-06-23,183,top100-uk
2011-06-30,72,top100-uk
2011-07-07,124,top100-uk
2011-07-14,136,top100-uk
2011-07-21,86,top100-uk
2011-07-28,103,top100-uk
2011-08-04,75,top100-uk
2011-08-11,75,top100-uk
2011-08-18,88,top100-uk
2011-08-25,106,top100-uk
2011-09-01,159,top100-uk
2011-09-08,195,top100-uk
2011-12-11,154,top100-uk
2013-05-05,133,top100-uk
2013-05-12,185,top100-uk
2008-11-02,48,jwave
2008-11-09,43,jwave
2008-11-16,27,jwave
2008-11-23,1,jwave
2008-12-07,1,jwave
2008-12-14,8,jwave
2008-12-21,11,jwave
2008-12-28,16,jwave
2009-01-11,55,jwave
2009-02-08,71,jwave
2009-02-15,80,jwave
2009-02-22,41,jwave
2009-03-01,41,jwave
2009-03-08,73,jwave
2009-07-26,87,jwave
2009-10-25,58,jwave
2009-11-01,97,jwave
