91577,Beyonce,"United States",2002-06-23,2015-04-25
top100-uk,23,2014-02-23,ms065585,XO
top100-uk,22,2014-03-02,ms065585,XO
top100-uk,31,2014-03-09,ms065585,XO
top100-uk,40,2014-03-16,ms065585,XO
top100-uk,55,2014-03-23,ms065585,XO
top100-uk,56,2014-03-30,ms065585,XO
top100-uk,70,2014-04-06,ms065585,XO
top100-uk,92,2014-04-13,ms065585,XO
top100-uk,99,2014-04-20,ms065585,XO
top100-uk,89,2014-05-04,ms065585,XO
top100-uk,91,2014-05-11,ms065585,XO
top100-uk,90,2014-03-02,ms065626,Partition
top100-uk,74,2014-03-09,ms065626,Partition
top100-uk,94,2014-03-16,ms065626,Partition
top100-uk,100,2014-04-06,ms065626,Partition
top100-uk,36,2014-11-30,ms082230,7/11
top100-uk,40,2014-12-07,ms082230,7/11
top100-uk,48,2014-12-14,ms082230,7/11
top100-uk,48,2014-12-21,ms082230,7/11
top100-uk,60,2014-12-28,ms082230,7/11
top100-uk,47,2015-01-04,ms082230,7/11
top100-uk,33,2015-01-11,ms082230,7/11
top100-uk,34,2015-01-18,ms082230,7/11
top100-uk,39,2015-01-25,ms082230,7/11
top100-uk,44,2015-02-01,ms082230,7/11
top100-uk,44,2015-02-08,ms082230,7/11
top100-uk,50,2015-02-15,ms082230,7/11
top100-uk,55,2015-02-22,ms082230,7/11
top100-uk,67,2015-03-01,ms082230,7/11
top100-uk,73,2015-03-08,ms082230,7/11
top100-uk,90,2015-03-15,ms082230,7/11
top100-uk,100,2015-03-29,ms082230,7/11
top100-uk,93,2015-04-05,ms082230,7/11
top100-uk,81,2014-11-30,ms082233,"RING OFF"
jwave,79,2011-06-19,ms038587,"Best Thing I Never Had"
jwave,70,2011-06-26,ms038587,"Best Thing I Never Had"
jwave,89,2011-07-03,ms038587,"Best Thing I Never Had"
jwave,46,2011-08-07,ms038587,"Best Thing I Never Had"
jwave,91,2011-08-14,ms038587,"Best Thing I Never Had"
jwave,84,2011-08-21,ms038587,"Best Thing I Never Had"
jwave,42,2011-08-28,ms038587,"Best Thing I Never Had"
jwave,63,2011-09-04,ms038587,"Best Thing I Never Had"
jwave,97,2011-09-11,ms038587,"Best Thing I Never Had"
jwave,78,2006-09-24,ms043233,Irreplaceable
jwave,83,2006-10-01,ms043233,Irreplaceable
jwave,66,2006-10-08,ms043233,Irreplaceable
jwave,36,2006-10-15,ms043233,Irreplaceable
jwave,23,2006-10-22,ms043233,Irreplaceable
jwave,91,2007-01-28,ms043233,Irreplaceable
jwave,99,2007-04-08,ms043233,Irreplaceable
jwave,43,2007-04-22,ms043233,Irreplaceable
jwave,100,2011-09-25,ms043278,Countdown
jwave,86,2011-10-02,ms043278,Countdown
jwave,54,2007-01-07,ms043599,Listen
jwave,18,2007-01-14,ms043599,Listen
jwave,42,2007-01-21,ms043599,Listen
jwave,49,2007-01-28,ms043599,Listen
jwave,36,2007-02-04,ms043599,Listen
jwave,20,2007-02-11,ms043599,Listen
jwave,35,2007-02-18,ms043599,Listen
jwave,68,2007-02-25,ms043599,Listen
jwave,1,2007-03-04,ms043599,Listen
jwave,2,2007-03-11,ms043599,Listen
jwave,6,2007-03-18,ms043599,Listen
jwave,15,2007-03-25,ms043599,Listen
jwave,31,2007-04-01,ms043599,Listen
jwave,52,2007-04-08,ms043599,Listen
jwave,61,2007-04-15,ms043599,Listen
jwave,32,2007-04-22,ms043599,Listen
jwave,48,2008-11-02,ms043685,"Single Ladies (Put A Ring On It)"
jwave,43,2008-11-09,ms043685,"Single Ladies (Put A Ring On It)"
jwave,27,2008-11-16,ms043685,"Single Ladies (Put A Ring On It)"
jwave,1,2008-11-23,ms043685,"Single Ladies (Put A Ring On It)"
jwave,1,2008-12-07,ms043685,"Single Ladies (Put A Ring On It)"
jwave,8,2008-12-14,ms043685,"Single Ladies (Put A Ring On It)"
jwave,11,2008-12-21,ms043685,"Single Ladies (Put A Ring On It)"
jwave,16,2008-12-28,ms043685,"Single Ladies (Put A Ring On It)"
jwave,55,2009-01-11,ms043685,"Single Ladies (Put A Ring On It)"
jwave,71,2009-02-08,ms043685,"Single Ladies (Put A Ring On It)"
jwave,80,2009-02-15,ms043685,"Single Ladies (Put A Ring On It)"
jwave,41,2009-02-22,ms043685,"Single Ladies (Put A Ring On It)"
jwave,41,2009-03-01,ms043685,"Single Ladies (Put A Ring On It)"
jwave,73,2009-03-08,ms043685,"Single Ladies (Put A Ring On It)"
jwave,87,2009-07-26,ms043685,"Single Ladies (Put A Ring On It)"
jwave,58,2009-10-25,ms043685,"Single Ladies (Put A Ring On It)"
jwave,97,2009-11-01,ms043685,"Single Ladies (Put A Ring On It)"
jwave,77,2009-06-14,ms043697,"Sweet Dreams"
jwave,79,2009-06-21,ms043697,"Sweet Dreams"
jwave,40,2009-06-28,ms043697,"Sweet Dreams"
jwave,57,2009-07-05,ms043697,"Sweet Dreams"
jwave,76,2009-08-16,ms043697,"Sweet Dreams"
jwave,99,2009-10-25,ms043697,"Sweet Dreams"
jwave,75,2009-11-01,ms043697,"Sweet Dreams"
jwave,19,2008-10-19,ms043781,"If I Were A Boy"
jwave,9,2008-10-26,ms043781,"If I Were A Boy"
jwave,22,2008-11-02,ms043781,"If I Were A Boy"
jwave,20,2008-11-09,ms043781,"If I Were A Boy"
jwave,47,2008-11-16,ms043781,"If I Were A Boy"
jwave,43,2008-11-23,ms043781,"If I Were A Boy"
jwave,31,2008-12-07,ms043781,"If I Were A Boy"
jwave,66,2008-12-14,ms043781,"If I Were A Boy"
jwave,75,2006-08-27,ms043955,"Ring The Alarm"
jwave,57,2006-09-03,ms043955,"Ring The Alarm"
jwave,69,2006-09-10,ms043955,"Ring The Alarm"
jwave,54,2006-09-17,ms043955,"Ring The Alarm"
jwave,83,2006-09-24,ms043955,"Ring The Alarm"
jwave,90,2006-10-01,ms043955,"Ring The Alarm"
jwave,98,2006-10-08,ms043955,"Ring The Alarm"
jwave,57,2002-06-23,ms046595,"WORK IT OUT"
jwave,25,2002-07-07,ms046595,"WORK IT OUT"
jwave,24,2002-07-14,ms046595,"WORK IT OUT"
jwave,24,2002-07-21,ms046595,"WORK IT OUT"
jwave,45,2002-07-28,ms046595,"WORK IT OUT"
jwave,59,2002-08-04,ms046595,"WORK IT OUT"
jwave,30,2002-08-11,ms046595,"WORK IT OUT"
jwave,23,2002-08-18,ms046595,"WORK IT OUT"
jwave,16,2002-08-25,ms046595,"WORK IT OUT"
jwave,19,2002-09-01,ms046595,"WORK IT OUT"
jwave,31,2002-09-08,ms046595,"WORK IT OUT"
jwave,39,2002-09-15,ms046595,"WORK IT OUT"
jwave,66,2002-09-22,ms046595,"WORK IT OUT"
jwave,81,2004-04-04,ms046784,"Naughty Girl"
jwave,64,2004-04-11,ms046784,"Naughty Girl"
jwave,88,2004-04-18,ms046784,"Naughty Girl"
jwave,40,2004-05-16,ms046784,"Naughty Girl"
jwave,43,2004-05-23,ms046784,"Naughty Girl"
jwave,91,2004-06-06,ms046784,"Naughty Girl"
jwave,60,2011-07-17,ms051502,"Love On Top"
jwave,45,2011-07-24,ms051502,"Love On Top"
jwave,68,2011-10-09,ms051502,"Love On Top"
jwave,99,2011-10-16,ms051502,"Love On Top"
jwave,100,2013-12-22,ms065580,"PRETTY HURTS"
jwave,71,2014-01-05,ms065580,"PRETTY HURTS"
jwave,37,2014-01-12,ms065580,"PRETTY HURTS"
jwave,73,2014-01-19,ms065580,"PRETTY HURTS"
jwave,9,2014-01-05,ms065585,XO
jwave,1,2014-01-12,ms065585,XO
jwave,3,2014-01-19,ms065585,XO
jwave,11,2014-01-26,ms065585,XO
jwave,23,2014-02-02,ms065585,XO
jwave,25,2014-02-09,ms065585,XO
jwave,50,2014-02-16,ms065585,XO
jwave,14,2014-02-23,ms065585,XO
jwave,50,2014-03-02,ms065585,XO
jwave,89,2014-03-09,ms065585,XO
jwave,82,2014-03-16,ms065585,XO
jwave,92,2003-04-13,ms072054,"IN DA CLUB"
jwave,70,2003-04-20,ms072054,"IN DA CLUB"
jwave,76,2003-04-27,ms072054,"IN DA CLUB"
jwave,74,2003-05-04,ms072054,"IN DA CLUB"
jwave,93,2004-01-18,ms072616,"ME,MYSELF AND I"
jwave,46,2004-01-25,ms072616,"ME,MYSELF AND I"
jwave,33,2004-02-01,ms072616,"ME,MYSELF AND I"
jwave,39,2004-02-08,ms072616,"ME,MYSELF AND I"
jwave,41,2004-02-15,ms072616,"ME,MYSELF AND I"
jwave,33,2004-02-22,ms072616,"ME,MYSELF AND I"
jwave,97,2004-03-07,ms072616,"ME,MYSELF AND I"
jwave,37,2004-03-14,ms072616,"ME,MYSELF AND I"
jwave,54,2004-03-21,ms072616,"ME,MYSELF AND I"
jwave,91,2004-01-11,ms072642,"WHAT'S IT GONNA BE BOY"
jwave,31,2006-06-25,ms073810,"DEJA VU"
jwave,6,2006-07-02,ms073810,"DEJA VU"
jwave,3,2006-07-09,ms073810,"DEJA VU"
jwave,5,2006-07-16,ms073810,"DEJA VU"
jwave,52,2011-05-01,ms075242,"RUN THE WORLD(GIRLS)"
jwave,28,2011-05-08,ms075242,"RUN THE WORLD(GIRLS)"
jwave,27,2011-05-15,ms075242,"RUN THE WORLD(GIRLS)"
jwave,36,2011-05-22,ms075242,"RUN THE WORLD(GIRLS)"
jwave,40,2011-06-05,ms075242,"RUN THE WORLD(GIRLS)"
jwave,34,2011-06-12,ms075242,"RUN THE WORLD(GIRLS)"
jwave,26,2011-06-19,ms075242,"RUN THE WORLD(GIRLS)"
jwave,23,2011-06-26,ms075242,"RUN THE WORLD(GIRLS)"
jwave,22,2011-07-03,ms075242,"RUN THE WORLD(GIRLS)"
jwave,4,2011-07-10,ms075242,"RUN THE WORLD(GIRLS)"
jwave,3,2011-07-17,ms075242,"RUN THE WORLD(GIRLS)"
jwave,13,2011-07-24,ms075242,"RUN THE WORLD(GIRLS)"
jwave,95,2011-08-07,ms075242,"RUN THE WORLD(GIRLS)"
jwave,82,2011-08-14,ms075242,"RUN THE WORLD(GIRLS)"
jwave,48,2008-11-02,ms077261,"SINGLE LADIES(PUT A RING ON IT)"
jwave,43,2008-11-09,ms077261,"SINGLE LADIES(PUT A RING ON IT)"
jwave,27,2008-11-16,ms077261,"SINGLE LADIES(PUT A RING ON IT)"
jwave,1,2008-11-23,ms077261,"SINGLE LADIES(PUT A RING ON IT)"
jwave,1,2008-12-07,ms077261,"SINGLE LADIES(PUT A RING ON IT)"
jwave,8,2008-12-14,ms077261,"SINGLE LADIES(PUT A RING ON IT)"
jwave,11,2008-12-21,ms077261,"SINGLE LADIES(PUT A RING ON IT)"
jwave,16,2008-12-28,ms077261,"SINGLE LADIES(PUT A RING ON IT)"
jwave,55,2009-01-11,ms077261,"SINGLE LADIES(PUT A RING ON IT)"
jwave,71,2009-02-08,ms077261,"SINGLE LADIES(PUT A RING ON IT)"
jwave,80,2009-02-15,ms077261,"SINGLE LADIES(PUT A RING ON IT)"
jwave,41,2009-02-22,ms077261,"SINGLE LADIES(PUT A RING ON IT)"
jwave,41,2009-03-01,ms077261,"SINGLE LADIES(PUT A RING ON IT)"
jwave,73,2009-03-08,ms077261,"SINGLE LADIES(PUT A RING ON IT)"
jwave,87,2009-07-26,ms077261,"SINGLE LADIES(PUT A RING ON IT)"
jwave,58,2009-10-25,ms077261,"SINGLE LADIES(PUT A RING ON IT)"
jwave,97,2009-11-01,ms077261,"SINGLE LADIES(PUT A RING ON IT)"
jwave,66,2014-01-05,ms080584,BLOW
jwave,42,2014-01-12,ms080584,BLOW
jwave,47,2014-01-19,ms080584,BLOW
jwave,89,2014-01-26,ms080584,BLOW
jwave,70,2014-12-07,ms082233,"RING OFF"
jwave,49,2014-12-14,ms082233,"RING OFF"
jwave,86,2014-12-21,ms082233,"RING OFF"
jwave,92,2014-12-28,ms082233,"RING OFF"
