79702,Madonna,"United States",1983-10-29,2015-05-03
billboard-us,48,1984-11-17,ms010296,"Like A Virgin"
billboard-us,38,1984-11-24,ms010296,"Like A Virgin"
billboard-us,21,1984-12-01,ms010296,"Like A Virgin"
billboard-us,11,1984-12-08,ms010296,"Like A Virgin"
billboard-us,3,1984-12-15,ms010296,"Like A Virgin"
billboard-us,1,1984-12-22,ms010296,"Like A Virgin"
billboard-us,1,1984-12-29,ms010296,"Like A Virgin"
billboard-us,1,1985-01-05,ms010296,"Like A Virgin"
billboard-us,1,1985-01-12,ms010296,"Like A Virgin"
billboard-us,1,1985-01-19,ms010296,"Like A Virgin"
billboard-us,1,1985-01-26,ms010296,"Like A Virgin"
billboard-us,7,1985-02-02,ms010296,"Like A Virgin"
billboard-us,9,1985-02-09,ms010296,"Like A Virgin"
billboard-us,17,1985-02-16,ms010296,"Like A Virgin"
billboard-us,28,1985-02-23,ms010296,"Like A Virgin"
billboard-us,43,1985-03-02,ms010296,"Like A Virgin"
billboard-us,61,1985-03-09,ms010296,"Like A Virgin"
billboard-us,76,1985-03-16,ms010296,"Like A Virgin"
billboard-us,100,1985-03-23,ms010296,"Like A Virgin"
billboard-us,88,1983-10-29,ms010584,Holiday
billboard-us,76,1983-11-05,ms010584,Holiday
billboard-us,68,1983-11-12,ms010584,Holiday
billboard-us,60,1983-11-19,ms010584,Holiday
billboard-us,55,1983-11-26,ms010584,Holiday
billboard-us,45,1983-12-03,ms010584,Holiday
billboard-us,39,1983-12-10,ms010584,Holiday
billboard-us,33,1983-12-17,ms010584,Holiday
billboard-us,31,1983-12-24,ms010584,Holiday
billboard-us,31,1983-12-31,ms010584,Holiday
billboard-us,27,1984-01-07,ms010584,Holiday
billboard-us,25,1984-01-14,ms010584,Holiday
billboard-us,17,1984-01-21,ms010584,Holiday
billboard-us,16,1984-01-28,ms010584,Holiday
billboard-us,16,1984-02-04,ms010584,Holiday
billboard-us,22,1984-02-11,ms010584,Holiday
billboard-us,36,1984-02-18,ms010584,Holiday
billboard-us,53,1984-02-25,ms010584,Holiday
billboard-us,63,1984-03-03,ms010584,Holiday
billboard-us,87,1984-03-10,ms010584,Holiday
billboard-us,94,1984-03-17,ms010584,Holiday
billboard-us,49,1984-08-25,ms011438,"Lucky Star"
billboard-us,40,1984-09-01,ms011438,"Lucky Star"
billboard-us,27,1984-09-08,ms011438,"Lucky Star"
billboard-us,24,1984-09-15,ms011438,"Lucky Star"
billboard-us,16,1984-09-22,ms011438,"Lucky Star"
billboard-us,13,1984-09-29,ms011438,"Lucky Star"
billboard-us,8,1984-10-06,ms011438,"Lucky Star"
billboard-us,5,1984-10-13,ms011438,"Lucky Star"
billboard-us,4,1984-10-20,ms011438,"Lucky Star"
billboard-us,5,1984-10-27,ms011438,"Lucky Star"
billboard-us,6,1984-11-03,ms011438,"Lucky Star"
billboard-us,17,1984-11-10,ms011438,"Lucky Star"
billboard-us,30,1984-11-17,ms011438,"Lucky Star"
billboard-us,55,1984-11-24,ms011438,"Lucky Star"
billboard-us,86,1984-12-01,ms011438,"Lucky Star"
billboard-us,97,1984-12-08,ms011438,"Lucky Star"
billboard-us,76,1984-03-10,ms020223,Borderline
billboard-us,62,1984-03-17,ms020223,Borderline
billboard-us,54,1984-03-24,ms020223,Borderline
billboard-us,50,1984-03-31,ms020223,Borderline
billboard-us,46,1984-04-07,ms020223,Borderline
billboard-us,40,1984-04-14,ms020223,Borderline
billboard-us,37,1984-04-21,ms020223,Borderline
billboard-us,35,1984-04-28,ms020223,Borderline
billboard-us,29,1984-05-05,ms020223,Borderline
billboard-us,25,1984-05-12,ms020223,Borderline
billboard-us,22,1984-05-19,ms020223,Borderline
billboard-us,18,1984-05-26,ms020223,Borderline
billboard-us,12,1984-06-02,ms020223,Borderline
billboard-us,11,1984-06-09,ms020223,Borderline
billboard-us,10,1984-06-16,ms020223,Borderline
billboard-us,11,1984-06-23,ms020223,Borderline
billboard-us,12,1984-06-30,ms020223,Borderline
billboard-us,15,1984-07-07,ms020223,Borderline
billboard-us,19,1984-07-14,ms020223,Borderline
billboard-us,30,1984-07-21,ms020223,Borderline
billboard-us,52,1984-07-28,ms020223,Borderline
billboard-us,56,1984-08-04,ms020223,Borderline
billboard-us,61,1984-08-11,ms020223,Borderline
billboard-us,66,1984-08-18,ms020223,Borderline
billboard-us,83,1984-08-25,ms020223,Borderline
billboard-us,86,1984-09-01,ms020223,Borderline
billboard-us,88,1984-09-08,ms020223,Borderline
billboard-us,91,1984-09-15,ms020223,Borderline
billboard-us,94,1984-09-22,ms020223,Borderline
billboard-us,98,1984-09-29,ms020223,Borderline
billboard-us,36,1985-08-17,ms020999,"Dress You Up"
billboard-us,31,1985-08-24,ms020999,"Dress You Up"
billboard-us,23,1985-08-31,ms020999,"Dress You Up"
billboard-us,17,1985-09-07,ms020999,"Dress You Up"
billboard-us,14,1985-09-14,ms020999,"Dress You Up"
billboard-us,10,1985-09-21,ms020999,"Dress You Up"
billboard-us,6,1985-09-28,ms020999,"Dress You Up"
billboard-us,5,1985-10-05,ms020999,"Dress You Up"
billboard-us,10,1985-10-12,ms020999,"Dress You Up"
billboard-us,14,1985-10-19,ms020999,"Dress You Up"
billboard-us,28,1985-10-26,ms020999,"Dress You Up"
billboard-us,41,1985-11-02,ms020999,"Dress You Up"
billboard-us,56,1985-11-09,ms020999,"Dress You Up"
billboard-us,68,1985-11-16,ms020999,"Dress You Up"
billboard-us,84,1985-11-23,ms020999,"Dress You Up"
billboard-us,100,1985-11-30,ms020999,"Dress You Up"
billboard-us,48,1985-04-27,ms021261,Angel
billboard-us,41,1985-05-04,ms021261,Angel
billboard-us,32,1985-05-11,ms021261,Angel
billboard-us,25,1985-05-18,ms021261,Angel
billboard-us,19,1985-05-25,ms021261,Angel
billboard-us,14,1985-06-01,ms021261,Angel
billboard-us,11,1985-06-08,ms021261,Angel
billboard-us,9,1985-06-15,ms021261,Angel
billboard-us,6,1985-06-22,ms021261,Angel
billboard-us,5,1985-06-29,ms021261,Angel
billboard-us,10,1985-07-06,ms021261,Angel
billboard-us,17,1985-07-13,ms021261,Angel
billboard-us,26,1985-07-20,ms021261,Angel
billboard-us,38,1985-07-27,ms021261,Angel
billboard-us,57,1985-08-03,ms021261,Angel
billboard-us,79,1985-08-10,ms021261,Angel
billboard-us,98,1985-08-17,ms021261,Angel
billboard-us,55,1985-03-02,ms021310,"Crazy For You"
billboard-us,42,1985-03-09,ms021310,"Crazy For You"
billboard-us,32,1985-03-16,ms021310,"Crazy For You"
billboard-us,20,1985-03-23,ms021310,"Crazy For You"
billboard-us,9,1985-03-30,ms021310,"Crazy For You"
billboard-us,4,1985-04-06,ms021310,"Crazy For You"
billboard-us,3,1985-04-13,ms021310,"Crazy For You"
billboard-us,2,1985-04-20,ms021310,"Crazy For You"
billboard-us,2,1985-04-27,ms021310,"Crazy For You"
billboard-us,2,1985-05-04,ms021310,"Crazy For You"
billboard-us,1,1985-05-11,ms021310,"Crazy For You"
billboard-us,2,1985-05-18,ms021310,"Crazy For You"
billboard-us,6,1985-05-25,ms021310,"Crazy For You"
billboard-us,13,1985-06-01,ms021310,"Crazy For You"
billboard-us,22,1985-06-08,ms021310,"Crazy For You"
billboard-us,30,1985-06-15,ms021310,"Crazy For You"
billboard-us,46,1985-06-22,ms021310,"Crazy For You"
billboard-us,60,1985-06-29,ms021310,"Crazy For You"
billboard-us,76,1985-07-06,ms021310,"Crazy For You"
billboard-us,84,1985-07-13,ms021310,"Crazy For You"
billboard-us,91,1985-07-20,ms021310,"Crazy For You"
billboard-us,43,1985-02-09,ms021415,"Material Girl"
billboard-us,34,1985-02-16,ms021415,"Material Girl"
billboard-us,24,1985-02-23,ms021415,"Material Girl"
billboard-us,18,1985-03-02,ms021415,"Material Girl"
billboard-us,5,1985-03-09,ms021415,"Material Girl"
billboard-us,3,1985-03-16,ms021415,"Material Girl"
billboard-us,2,1985-03-23,ms021415,"Material Girl"
billboard-us,2,1985-03-30,ms021415,"Material Girl"
billboard-us,3,1985-04-06,ms021415,"Material Girl"
billboard-us,5,1985-04-13,ms021415,"Material Girl"
billboard-us,13,1985-04-20,ms021415,"Material Girl"
billboard-us,23,1985-04-27,ms021415,"Material Girl"
billboard-us,37,1985-05-04,ms021415,"Material Girl"
billboard-us,50,1985-05-11,ms021415,"Material Girl"
billboard-us,60,1985-05-18,ms021415,"Material Girl"
billboard-us,91,1985-05-25,ms021415,"Material Girl"
billboard-us,100,1985-06-01,ms021415,"Material Girl"
billboard-us,51,1986-12-06,ms021681,"Open Your Heart"
billboard-us,38,1986-12-13,ms021681,"Open Your Heart"
billboard-us,27,1986-12-20,ms021681,"Open Your Heart"
billboard-us,22,1986-12-27,ms021681,"Open Your Heart"
billboard-us,22,1987-01-03,ms021681,"Open Your Heart"
billboard-us,15,1987-01-10,ms021681,"Open Your Heart"
billboard-us,7,1987-01-17,ms021681,"Open Your Heart"
billboard-us,4,1987-01-24,ms021681,"Open Your Heart"
billboard-us,2,1987-01-31,ms021681,"Open Your Heart"
billboard-us,1,1987-02-07,ms021681,"Open Your Heart"
billboard-us,2,1987-02-14,ms021681,"Open Your Heart"
billboard-us,8,1987-02-21,ms021681,"Open Your Heart"
billboard-us,19,1987-02-28,ms021681,"Open Your Heart"
billboard-us,27,1987-03-07,ms021681,"Open Your Heart"
billboard-us,40,1987-03-14,ms021681,"Open Your Heart"
billboard-us,67,1987-03-21,ms021681,"Open Your Heart"
billboard-us,80,1987-03-28,ms021681,"Open Your Heart"
billboard-us,98,1987-04-04,ms021681,"Open Your Heart"
billboard-us,40,1986-10-04,ms021727,"True Blue"
billboard-us,32,1986-10-11,ms021727,"True Blue"
billboard-us,20,1986-10-18,ms021727,"True Blue"
billboard-us,13,1986-10-25,ms021727,"True Blue"
billboard-us,6,1986-11-01,ms021727,"True Blue"
billboard-us,5,1986-11-08,ms021727,"True Blue"
billboard-us,3,1986-11-15,ms021727,"True Blue"
billboard-us,3,1986-11-22,ms021727,"True Blue"
billboard-us,3,1986-11-29,ms021727,"True Blue"
billboard-us,12,1986-12-06,ms021727,"True Blue"
billboard-us,22,1986-12-13,ms021727,"True Blue"
billboard-us,39,1986-12-20,ms021727,"True Blue"
billboard-us,57,1986-12-27,ms021727,"True Blue"
billboard-us,57,1987-01-03,ms021727,"True Blue"
billboard-us,72,1987-01-10,ms021727,"True Blue"
billboard-us,90,1987-01-17,ms021727,"True Blue"
billboard-us,41,1987-09-12,ms022163,"Causing A Commotion"
billboard-us,33,1987-09-19,ms022163,"Causing A Commotion"
billboard-us,23,1987-09-26,ms022163,"Causing A Commotion"
billboard-us,14,1987-10-03,ms022163,"Causing A Commotion"
billboard-us,11,1987-10-10,ms022163,"Causing A Commotion"
billboard-us,5,1987-10-17,ms022163,"Causing A Commotion"
billboard-us,2,1987-10-24,ms022163,"Causing A Commotion"
billboard-us,2,1987-10-31,ms022163,"Causing A Commotion"
billboard-us,2,1987-11-07,ms022163,"Causing A Commotion"
billboard-us,8,1987-11-14,ms022163,"Causing A Commotion"
billboard-us,20,1987-11-21,ms022163,"Causing A Commotion"
billboard-us,32,1987-11-28,ms022163,"Causing A Commotion"
billboard-us,47,1987-12-05,ms022163,"Causing A Commotion"
billboard-us,58,1987-12-12,ms022163,"Causing A Commotion"
billboard-us,73,1987-12-19,ms022163,"Causing A Commotion"
billboard-us,97,1987-12-26,ms022163,"Causing A Commotion"
billboard-us,97,1988-01-02,ms022163,"Causing A Commotion"
billboard-us,98,1988-01-09,ms022163,"Causing A Commotion"
billboard-us,49,1986-04-12,ms022195,"Live To Tell"
billboard-us,35,1986-04-19,ms022195,"Live To Tell"
billboard-us,24,1986-04-26,ms022195,"Live To Tell"
billboard-us,14,1986-05-03,ms022195,"Live To Tell"
billboard-us,11,1986-05-10,ms022195,"Live To Tell"
billboard-us,5,1986-05-17,ms022195,"Live To Tell"
billboard-us,2,1986-05-24,ms022195,"Live To Tell"
billboard-us,2,1986-05-31,ms022195,"Live To Tell"
billboard-us,1,1986-06-07,ms022195,"Live To Tell"
billboard-us,2,1986-06-14,ms022195,"Live To Tell"
billboard-us,4,1986-06-21,ms022195,"Live To Tell"
billboard-us,11,1986-06-28,ms022195,"Live To Tell"
billboard-us,20,1986-07-05,ms022195,"Live To Tell"
billboard-us,31,1986-07-12,ms022195,"Live To Tell"
billboard-us,45,1986-07-19,ms022195,"Live To Tell"
billboard-us,59,1986-07-26,ms022195,"Live To Tell"
billboard-us,75,1986-08-02,ms022195,"Live To Tell"
billboard-us,100,1986-08-09,ms022195,"Live To Tell"
billboard-us,67,1987-10-10,ms022611,"Who's That Girl"
billboard-us,70,1987-10-17,ms022611,"Who's That Girl"
billboard-us,55,1989-11-11,ms022836,"Oh Father"
billboard-us,45,1989-11-18,ms022836,"Oh Father"
billboard-us,40,1989-11-25,ms022836,"Oh Father"
billboard-us,35,1989-12-02,ms022836,"Oh Father"
billboard-us,30,1989-12-09,ms022836,"Oh Father"
billboard-us,27,1989-12-16,ms022836,"Oh Father"
billboard-us,21,1989-12-23,ms022836,"Oh Father"
billboard-us,20,1989-12-30,ms022836,"Oh Father"
billboard-us,20,1990-01-06,ms022836,"Oh Father"
billboard-us,24,1990-01-13,ms022836,"Oh Father"
billboard-us,44,1990-01-20,ms022836,"Oh Father"
billboard-us,70,1990-01-27,ms022836,"Oh Father"
billboard-us,100,1990-02-03,ms022836,"Oh Father"
billboard-us,49,1987-03-21,ms023048,"La Isla Bonita"
billboard-us,39,1987-03-28,ms023048,"La Isla Bonita"
billboard-us,25,1987-04-04,ms023048,"La Isla Bonita"
billboard-us,18,1987-04-11,ms023048,"La Isla Bonita"
billboard-us,12,1987-04-18,ms023048,"La Isla Bonita"
billboard-us,7,1987-04-25,ms023048,"La Isla Bonita"
billboard-us,4,1987-05-02,ms023048,"La Isla Bonita"
billboard-us,4,1987-05-09,ms023048,"La Isla Bonita"
billboard-us,4,1987-05-16,ms023048,"La Isla Bonita"
billboard-us,9,1987-05-23,ms023048,"La Isla Bonita"
billboard-us,19,1987-05-30,ms023048,"La Isla Bonita"
billboard-us,25,1987-06-06,ms023048,"La Isla Bonita"
billboard-us,38,1987-06-13,ms023048,"La Isla Bonita"
billboard-us,56,1987-06-20,ms023048,"La Isla Bonita"
billboard-us,58,1987-06-27,ms023048,"La Isla Bonita"
billboard-us,77,1987-07-04,ms023048,"La Isla Bonita"
billboard-us,99,1987-07-11,ms023048,"La Isla Bonita"
billboard-us,37,1989-08-19,ms023096,Cherish
billboard-us,28,1989-08-26,ms023096,Cherish
billboard-us,20,1989-09-02,ms023096,Cherish
billboard-us,14,1989-09-09,ms023096,Cherish
billboard-us,10,1989-09-16,ms023096,Cherish
billboard-us,5,1989-09-23,ms023096,Cherish
billboard-us,4,1989-09-30,ms023096,Cherish
billboard-us,2,1989-10-07,ms023096,Cherish
billboard-us,2,1989-10-14,ms023096,Cherish
billboard-us,12,1989-10-21,ms023096,Cherish
billboard-us,23,1989-10-28,ms023096,Cherish
billboard-us,38,1989-11-04,ms023096,Cherish
billboard-us,52,1989-11-11,ms023096,Cherish
billboard-us,77,1989-11-18,ms023096,Cherish
billboard-us,99,1989-11-25,ms023096,Cherish
billboard-us,41,1989-06-03,ms023458,"Express Yourself"
billboard-us,32,1989-06-10,ms023458,"Express Yourself"
billboard-us,24,1989-06-17,ms023458,"Express Yourself"
billboard-us,13,1989-06-24,ms023458,"Express Yourself"
billboard-us,6,1989-07-01,ms023458,"Express Yourself"
billboard-us,4,1989-07-08,ms023458,"Express Yourself"
billboard-us,2,1989-07-15,ms023458,"Express Yourself"
billboard-us,2,1989-07-22,ms023458,"Express Yourself"
billboard-us,3,1989-07-29,ms023458,"Express Yourself"
billboard-us,11,1989-08-05,ms023458,"Express Yourself"
billboard-us,24,1989-08-12,ms023458,"Express Yourself"
billboard-us,36,1989-08-19,ms023458,"Express Yourself"
billboard-us,55,1989-08-26,ms023458,"Express Yourself"
billboard-us,70,1989-09-02,ms023458,"Express Yourself"
billboard-us,85,1989-09-09,ms023458,"Express Yourself"
billboard-us,98,1989-09-16,ms023458,"Express Yourself"
billboard-us,38,1989-03-18,ms023784,"Like A Prayer"
billboard-us,25,1989-03-25,ms023784,"Like A Prayer"
billboard-us,11,1989-04-01,ms023784,"Like A Prayer"
billboard-us,5,1989-04-08,ms023784,"Like A Prayer"
billboard-us,3,1989-04-15,ms023784,"Like A Prayer"
billboard-us,1,1989-04-22,ms023784,"Like A Prayer"
billboard-us,1,1989-04-29,ms023784,"Like A Prayer"
billboard-us,1,1989-05-06,ms023784,"Like A Prayer"
billboard-us,2,1989-05-13,ms023784,"Like A Prayer"
billboard-us,10,1989-05-20,ms023784,"Like A Prayer"
billboard-us,18,1989-05-27,ms023784,"Like A Prayer"
billboard-us,31,1989-06-03,ms023784,"Like A Prayer"
billboard-us,41,1989-06-10,ms023784,"Like A Prayer"
billboard-us,56,1989-06-17,ms023784,"Like A Prayer"
billboard-us,73,1989-06-24,ms023784,"Like A Prayer"
billboard-us,98,1989-07-01,ms023784,"Like A Prayer"
billboard-us,46,1990-11-17,ms024060,"Justify My Love"
billboard-us,36,1990-11-24,ms024060,"Justify My Love"
billboard-us,23,1990-12-01,ms024060,"Justify My Love"
billboard-us,10,1990-12-08,ms024060,"Justify My Love"
billboard-us,4,1990-12-15,ms024060,"Justify My Love"
billboard-us,2,1990-12-22,ms024060,"Justify My Love"
billboard-us,2,1990-12-29,ms024060,"Justify My Love"
billboard-us,1,1991-01-05,ms024060,"Justify My Love"
billboard-us,1,1991-01-12,ms024060,"Justify My Love"
billboard-us,2,1991-01-19,ms024060,"Justify My Love"
billboard-us,6,1991-01-26,ms024060,"Justify My Love"
billboard-us,15,1991-02-02,ms024060,"Justify My Love"
billboard-us,26,1991-02-09,ms024060,"Justify My Love"
billboard-us,40,1991-02-16,ms024060,"Justify My Love"
billboard-us,68,1991-02-23,ms024060,"Justify My Love"
billboard-us,86,1991-03-02,ms024060,"Justify My Love"
billboard-us,39,1990-04-14,ms024392,Vogue
billboard-us,28,1990-04-21,ms024392,Vogue
billboard-us,12,1990-04-28,ms024392,Vogue
billboard-us,4,1990-05-05,ms024392,Vogue
billboard-us,2,1990-05-12,ms024392,Vogue
billboard-us,1,1990-05-19,ms024392,Vogue
billboard-us,1,1990-05-26,ms024392,Vogue
billboard-us,1,1990-06-02,ms024392,Vogue
billboard-us,2,1990-06-09,ms024392,Vogue
billboard-us,5,1990-06-16,ms024392,Vogue
billboard-us,6,1990-06-23,ms024392,Vogue
billboard-us,14,1990-06-30,ms024392,Vogue
billboard-us,20,1990-07-07,ms024392,Vogue
billboard-us,23,1990-07-14,ms024392,Vogue
billboard-us,33,1990-07-21,ms024392,Vogue
billboard-us,40,1990-07-28,ms024392,Vogue
billboard-us,50,1990-08-04,ms024392,Vogue
billboard-us,56,1990-08-11,ms024392,Vogue
billboard-us,58,1990-08-18,ms024392,Vogue
billboard-us,59,1990-08-25,ms024392,Vogue
billboard-us,67,1990-09-01,ms024392,Vogue
billboard-us,67,1990-09-08,ms024392,Vogue
billboard-us,76,1990-09-15,ms024392,Vogue
billboard-us,100,1990-09-22,ms024392,Vogue
billboard-us,40,1990-06-30,ms024414,"Hanky Panky"
billboard-us,34,1990-07-07,ms024414,"Hanky Panky"
billboard-us,25,1990-07-14,ms024414,"Hanky Panky"
billboard-us,17,1990-07-21,ms024414,"Hanky Panky"
billboard-us,10,1990-07-28,ms024414,"Hanky Panky"
billboard-us,13,1990-08-04,ms024414,"Hanky Panky"
billboard-us,24,1990-08-11,ms024414,"Hanky Panky"
billboard-us,43,1990-08-18,ms024414,"Hanky Panky"
billboard-us,68,1990-08-25,ms024414,"Hanky Panky"
billboard-us,83,1990-09-01,ms024414,"Hanky Panky"
billboard-us,98,1990-09-08,ms024414,"Hanky Panky"
billboard-us,56,1990-02-03,ms024671,"Keep It Together"
billboard-us,41,1990-02-10,ms024671,"Keep It Together"
billboard-us,34,1990-02-17,ms024671,"Keep It Together"
billboard-us,28,1990-02-24,ms024671,"Keep It Together"
billboard-us,23,1990-03-03,ms024671,"Keep It Together"
billboard-us,20,1990-03-10,ms024671,"Keep It Together"
billboard-us,15,1990-03-17,ms024671,"Keep It Together"
billboard-us,9,1990-03-24,ms024671,"Keep It Together"
billboard-us,8,1990-03-31,ms024671,"Keep It Together"
billboard-us,17,1990-04-07,ms024671,"Keep It Together"
billboard-us,29,1990-04-14,ms024671,"Keep It Together"
billboard-us,49,1990-04-21,ms024671,"Keep It Together"
billboard-us,83,1990-04-28,ms024671,"Keep It Together"
billboard-us,15,1991-03-02,ms025614,"Rescue Me"
billboard-us,14,1991-03-09,ms025614,"Rescue Me"
billboard-us,11,1991-03-16,ms025614,"Rescue Me"
billboard-us,9,1991-03-23,ms025614,"Rescue Me"
billboard-us,16,1991-03-30,ms025614,"Rescue Me"
billboard-us,28,1991-04-06,ms025614,"Rescue Me"
billboard-us,59,1991-04-13,ms025614,"Rescue Me"
billboard-us,90,1991-04-20,ms025614,"Rescue Me"
billboard-us,38,1992-12-05,ms025921,"Deeper And Deeper"
billboard-us,24,1992-12-12,ms025921,"Deeper And Deeper"
billboard-us,16,1992-12-19,ms025921,"Deeper And Deeper"
billboard-us,13,1992-12-26,ms025921,"Deeper And Deeper"
billboard-us,11,1993-01-02,ms025921,"Deeper And Deeper"
billboard-us,11,1993-01-09,ms025921,"Deeper And Deeper"
billboard-us,10,1993-01-16,ms025921,"Deeper And Deeper"
billboard-us,8,1993-01-23,ms025921,"Deeper And Deeper"
billboard-us,7,1993-01-30,ms025921,"Deeper And Deeper"
billboard-us,9,1993-02-06,ms025921,"Deeper And Deeper"
billboard-us,14,1993-02-13,ms025921,"Deeper And Deeper"
billboard-us,23,1993-02-20,ms025921,"Deeper And Deeper"
billboard-us,35,1993-02-27,ms025921,"Deeper And Deeper"
billboard-us,52,1993-03-06,ms025921,"Deeper And Deeper"
billboard-us,67,1993-03-13,ms025921,"Deeper And Deeper"
billboard-us,82,1993-03-20,ms025921,"Deeper And Deeper"
billboard-us,88,1993-03-27,ms025921,"Deeper And Deeper"
billboard-us,13,1992-10-17,ms025990,Erotica
billboard-us,3,1992-10-24,ms025990,Erotica
billboard-us,5,1992-10-31,ms025990,Erotica
billboard-us,5,1992-11-07,ms025990,Erotica
billboard-us,9,1992-11-14,ms025990,Erotica
billboard-us,13,1992-11-21,ms025990,Erotica
billboard-us,18,1992-11-28,ms025990,Erotica
billboard-us,25,1992-12-05,ms025990,Erotica
billboard-us,38,1992-12-12,ms025990,Erotica
billboard-us,48,1992-12-19,ms025990,Erotica
billboard-us,59,1992-12-26,ms025990,Erotica
billboard-us,57,1993-01-02,ms025990,Erotica
billboard-us,60,1993-01-09,ms025990,Erotica
billboard-us,61,1993-01-16,ms025990,Erotica
billboard-us,72,1993-01-23,ms025990,Erotica
billboard-us,86,1993-01-30,ms025990,Erotica
billboard-us,85,1993-02-06,ms025990,Erotica
billboard-us,97,1993-02-13,ms025990,Erotica
billboard-us,30,1994-10-08,ms026112,Secret
billboard-us,9,1994-10-15,ms026112,Secret
billboard-us,4,1994-10-22,ms026112,Secret
billboard-us,4,1994-10-29,ms026112,Secret
billboard-us,3,1994-11-05,ms026112,Secret
billboard-us,5,1994-11-12,ms026112,Secret
billboard-us,6,1994-11-19,ms026112,Secret
billboard-us,6,1994-11-26,ms026112,Secret
billboard-us,6,1994-12-03,ms026112,Secret
billboard-us,7,1994-12-10,ms026112,Secret
billboard-us,7,1994-12-17,ms026112,Secret
billboard-us,9,1994-12-24,ms026112,Secret
billboard-us,12,1994-12-31,ms026112,Secret
billboard-us,15,1995-01-07,ms026112,Secret
billboard-us,15,1995-01-14,ms026112,Secret
billboard-us,18,1995-01-21,ms026112,Secret
billboard-us,26,1995-01-28,ms026112,Secret
billboard-us,31,1995-02-04,ms026112,Secret
billboard-us,36,1995-02-11,ms026112,Secret
billboard-us,40,1995-02-18,ms026112,Secret
billboard-us,42,1995-02-25,ms026112,Secret
billboard-us,50,1995-03-04,ms026112,Secret
billboard-us,45,1994-12-17,ms026118,"Take A Bow"
billboard-us,18,1994-12-24,ms026118,"Take A Bow"
billboard-us,14,1994-12-31,ms026118,"Take A Bow"
billboard-us,12,1995-01-07,ms026118,"Take A Bow"
billboard-us,8,1995-01-14,ms026118,"Take A Bow"
billboard-us,5,1995-01-21,ms026118,"Take A Bow"
billboard-us,5,1995-01-28,ms026118,"Take A Bow"
billboard-us,4,1995-02-04,ms026118,"Take A Bow"
billboard-us,4,1995-02-11,ms026118,"Take A Bow"
billboard-us,2,1995-02-18,ms026118,"Take A Bow"
billboard-us,1,1995-02-25,ms026118,"Take A Bow"
billboard-us,1,1995-03-04,ms026118,"Take A Bow"
billboard-us,1,1995-03-11,ms026118,"Take A Bow"
billboard-us,1,1995-03-18,ms026118,"Take A Bow"
billboard-us,1,1995-03-25,ms026118,"Take A Bow"
billboard-us,1,1995-04-01,ms026118,"Take A Bow"
billboard-us,1,1995-04-08,ms026118,"Take A Bow"
billboard-us,4,1995-04-15,ms026118,"Take A Bow"
billboard-us,6,1995-04-22,ms026118,"Take A Bow"
billboard-us,11,1995-04-29,ms026118,"Take A Bow"
billboard-us,11,1995-05-06,ms026118,"Take A Bow"
billboard-us,15,1995-05-13,ms026118,"Take A Bow"
billboard-us,21,1995-05-20,ms026118,"Take A Bow"
billboard-us,21,1995-05-27,ms026118,"Take A Bow"
billboard-us,28,1995-06-03,ms026118,"Take A Bow"
billboard-us,27,1995-06-10,ms026118,"Take A Bow"
billboard-us,31,1995-06-17,ms026118,"Take A Bow"
billboard-us,37,1995-06-24,ms026118,"Take A Bow"
billboard-us,44,1995-07-01,ms026118,"Take A Bow"
billboard-us,44,1995-07-08,ms026118,"Take A Bow"
billboard-us,35,1992-07-04,ms026171,"This Used To Be My Playground"
billboard-us,17,1992-07-11,ms026171,"This Used To Be My Playground"
billboard-us,17,1992-07-11,ms026171,"This Used To Be My Playground"
billboard-us,7,1992-07-18,ms026171,"This Used To Be My Playground"
billboard-us,2,1992-07-25,ms026171,"This Used To Be My Playground"
billboard-us,2,1992-08-01,ms026171,"This Used To Be My Playground"
billboard-us,1,1992-08-08,ms026171,"This Used To Be My Playground"
billboard-us,3,1992-08-15,ms026171,"This Used To Be My Playground"
billboard-us,3,1992-08-22,ms026171,"This Used To Be My Playground"
billboard-us,4,1992-08-29,ms026171,"This Used To Be My Playground"
billboard-us,5,1992-09-05,ms026171,"This Used To Be My Playground"
billboard-us,11,1992-09-12,ms026171,"This Used To Be My Playground"
billboard-us,15,1992-09-19,ms026171,"This Used To Be My Playground"
billboard-us,22,1992-09-26,ms026171,"This Used To Be My Playground"
billboard-us,30,1992-10-03,ms026171,"This Used To Be My Playground"
billboard-us,42,1992-10-10,ms026171,"This Used To Be My Playground"
billboard-us,57,1992-10-17,ms026171,"This Used To Be My Playground"
billboard-us,59,1992-10-24,ms026171,"This Used To Be My Playground"
billboard-us,68,1992-10-31,ms026171,"This Used To Be My Playground"
billboard-us,73,1992-11-07,ms026171,"This Used To Be My Playground"
billboard-us,88,1992-11-14,ms026171,"This Used To Be My Playground"
billboard-us,8,1995-12-09,ms026556,"You'll See"
billboard-us,6,1995-12-16,ms026556,"You'll See"
billboard-us,9,1995-12-23,ms026556,"You'll See"
billboard-us,11,1995-12-30,ms026556,"You'll See"
billboard-us,12,1996-01-06,ms026556,"You'll See"
billboard-us,11,1996-01-13,ms026556,"You'll See"
billboard-us,10,1996-01-20,ms026556,"You'll See"
billboard-us,8,1996-01-27,ms026556,"You'll See"
billboard-us,11,1996-02-03,ms026556,"You'll See"
billboard-us,18,1996-02-10,ms026556,"You'll See"
billboard-us,19,1996-02-17,ms026556,"You'll See"
