79702,Madonna,"United States",1983-10-29,2015-05-03
jwave,11,1998-05-10,ms028434,"Ray Of Light"
jwave,6,1998-05-17,ms028434,"Ray Of Light"
jwave,5,1998-05-24,ms028434,"Ray Of Light"
jwave,5,1998-06-07,ms028434,"Ray Of Light"
jwave,7,1998-06-14,ms028434,"Ray Of Light"
jwave,10,1998-06-21,ms028434,"Ray Of Light"
jwave,12,1998-06-28,ms028434,"Ray Of Light"
jwave,15,1998-07-05,ms028434,"Ray Of Light"
jwave,25,1998-07-12,ms028434,"Ray Of Light"
jwave,19,1998-07-19,ms028434,"Ray Of Light"
jwave,21,1998-07-26,ms028434,"Ray Of Light"
jwave,19,1998-08-02,ms028434,"Ray Of Light"
jwave,35,1998-08-09,ms028434,"Ray Of Light"
jwave,64,1998-08-16,ms028434,"Ray Of Light"
jwave,67,1998-08-23,ms028434,"Ray Of Light"
jwave,56,1998-09-06,ms028434,"Ray Of Light"
jwave,68,1998-09-13,ms028434,"Ray Of Light"
jwave,77,1998-09-20,ms028434,"Ray Of Light"
jwave,93,1998-09-27,ms028434,"Ray Of Light"
jwave,33,1994-04-10,ms028781,"I'LL REMEMBER"
jwave,12,1994-04-17,ms028781,"I'LL REMEMBER"
jwave,6,1994-04-24,ms028781,"I'LL REMEMBER"
jwave,9,1994-05-01,ms028781,"I'LL REMEMBER"
jwave,8,1994-05-08,ms028781,"I'LL REMEMBER"
jwave,9,1994-05-15,ms028781,"I'LL REMEMBER"
jwave,10,1994-05-22,ms028781,"I'LL REMEMBER"
jwave,12,1994-06-05,ms028781,"I'LL REMEMBER"
jwave,10,1994-06-12,ms028781,"I'LL REMEMBER"
jwave,16,1994-06-19,ms028781,"I'LL REMEMBER"
jwave,20,1994-06-26,ms028781,"I'LL REMEMBER"
jwave,26,1994-07-03,ms028781,"I'LL REMEMBER"
jwave,47,1994-07-10,ms028781,"I'LL REMEMBER"
jwave,48,1994-07-17,ms028781,"I'LL REMEMBER"
jwave,54,1994-07-24,ms028781,"I'LL REMEMBER"
jwave,75,1994-08-07,ms028781,"I'LL REMEMBER"
jwave,62,1994-08-14,ms028781,"I'LL REMEMBER"
jwave,93,1994-08-21,ms028781,"I'LL REMEMBER"
jwave,49,1998-02-08,ms029180,Frozen
jwave,38,1998-02-15,ms029180,Frozen
jwave,28,1998-02-22,ms029180,Frozen
jwave,14,1998-03-01,ms029180,Frozen
jwave,3,1998-03-08,ms029180,Frozen
jwave,1,1998-03-15,ms029180,Frozen
jwave,1,1998-03-22,ms029180,Frozen
jwave,2,1998-04-05,ms029180,Frozen
jwave,3,1998-04-12,ms029180,Frozen
jwave,3,1998-04-19,ms029180,Frozen
jwave,3,1998-04-26,ms029180,Frozen
jwave,5,1998-05-03,ms029180,Frozen
jwave,17,1998-05-10,ms029180,Frozen
jwave,22,1998-05-17,ms029180,Frozen
jwave,40,1998-05-24,ms029180,Frozen
jwave,44,1997-01-19,ms032975,"DON'T CRY FOR ME ARGENTINA"
jwave,19,1997-01-26,ms032975,"DON'T CRY FOR ME ARGENTINA"
jwave,12,1997-02-02,ms032975,"DON'T CRY FOR ME ARGENTINA"
jwave,9,1997-02-09,ms032975,"DON'T CRY FOR ME ARGENTINA"
jwave,11,1997-02-16,ms032975,"DON'T CRY FOR ME ARGENTINA"
jwave,7,1997-02-23,ms032975,"DON'T CRY FOR ME ARGENTINA"
jwave,9,1997-03-02,ms032975,"DON'T CRY FOR ME ARGENTINA"
jwave,10,1997-03-09,ms032975,"DON'T CRY FOR ME ARGENTINA"
jwave,14,1997-03-16,ms032975,"DON'T CRY FOR ME ARGENTINA"
jwave,18,1997-03-23,ms032975,"DON'T CRY FOR ME ARGENTINA"
jwave,24,1997-04-06,ms032975,"DON'T CRY FOR ME ARGENTINA"
jwave,32,1997-04-13,ms032975,"DON'T CRY FOR ME ARGENTINA"
jwave,47,1997-04-20,ms032975,"DON'T CRY FOR ME ARGENTINA"
jwave,53,1997-04-27,ms032975,"DON'T CRY FOR ME ARGENTINA"
jwave,70,1997-05-04,ms032975,"DON'T CRY FOR ME ARGENTINA"
jwave,97,1997-05-11,ms032975,"DON'T CRY FOR ME ARGENTINA"
jwave,69,1996-10-27,ms033131,"YOU MUST LOVE ME"
jwave,35,1996-11-03,ms033131,"YOU MUST LOVE ME"
jwave,20,1996-11-10,ms033131,"YOU MUST LOVE ME"
jwave,6,1996-11-17,ms033131,"YOU MUST LOVE ME"
jwave,9,1996-11-24,ms033131,"YOU MUST LOVE ME"
jwave,5,1996-12-01,ms033131,"YOU MUST LOVE ME"
jwave,6,1996-12-08,ms033131,"YOU MUST LOVE ME"
jwave,7,1996-12-15,ms033131,"YOU MUST LOVE ME"
jwave,17,1996-12-22,ms033131,"YOU MUST LOVE ME"
jwave,20,1997-01-05,ms033131,"YOU MUST LOVE ME"
jwave,26,1997-01-12,ms033131,"YOU MUST LOVE ME"
jwave,35,1997-01-19,ms033131,"YOU MUST LOVE ME"
jwave,34,1997-01-26,ms033131,"YOU MUST LOVE ME"
jwave,46,1997-02-02,ms033131,"YOU MUST LOVE ME"
jwave,52,1997-02-09,ms033131,"YOU MUST LOVE ME"
jwave,58,1997-02-16,ms033131,"YOU MUST LOVE ME"
jwave,69,1997-02-23,ms033131,"YOU MUST LOVE ME"
jwave,54,1997-03-02,ms033131,"YOU MUST LOVE ME"
jwave,63,1997-03-09,ms033131,"YOU MUST LOVE ME"
jwave,62,1997-03-16,ms033131,"YOU MUST LOVE ME"
jwave,98,1997-03-23,ms033131,"YOU MUST LOVE ME"
jwave,21,1996-02-11,ms034132,"ONE MORE CHANCE"
jwave,25,1996-02-18,ms034132,"ONE MORE CHANCE"
jwave,25,1996-02-25,ms034132,"ONE MORE CHANCE"
jwave,32,1996-03-03,ms034132,"ONE MORE CHANCE"
jwave,37,1996-03-10,ms034132,"ONE MORE CHANCE"
jwave,48,1996-03-17,ms034132,"ONE MORE CHANCE"
jwave,88,1997-04-06,ms035286,"ANOTHER SUITCASE IN ANOTHER HALL"
jwave,100,1997-04-13,ms035286,"ANOTHER SUITCASE IN ANOTHER HALL"
jwave,90,1999-06-13,ms037811,"Beautiful Stranger"
jwave,29,1999-06-20,ms037811,"Beautiful Stranger"
jwave,6,1999-06-27,ms037811,"Beautiful Stranger"
jwave,7,1999-07-04,ms037811,"Beautiful Stranger"
jwave,10,1999-07-11,ms037811,"Beautiful Stranger"
jwave,12,1999-07-18,ms037811,"Beautiful Stranger"
jwave,10,1999-07-25,ms037811,"Beautiful Stranger"
jwave,11,1999-08-01,ms037811,"Beautiful Stranger"
jwave,6,1999-08-08,ms037811,"Beautiful Stranger"
jwave,9,1999-08-15,ms037811,"Beautiful Stranger"
jwave,58,1999-11-07,ms037811,"Beautiful Stranger"
jwave,89,1999-11-14,ms037811,"Beautiful Stranger"
jwave,60,1999-03-28,ms038288,"Nothing Really Matters"
jwave,50,1999-04-04,ms038288,"Nothing Really Matters"
jwave,25,1999-04-11,ms038288,"Nothing Really Matters"
jwave,26,1999-04-18,ms038288,"Nothing Really Matters"
jwave,47,1999-04-25,ms038288,"Nothing Really Matters"
jwave,51,1999-05-02,ms038288,"Nothing Really Matters"
jwave,79,1999-05-09,ms038288,"Nothing Really Matters"
jwave,36,2005-10-23,ms042107,"Hung Up"
jwave,3,2005-11-06,ms042107,"Hung Up"
jwave,1,2005-11-13,ms042107,"Hung Up"
jwave,1,2005-11-20,ms042107,"Hung Up"
jwave,1,2005-11-27,ms042107,"Hung Up"
jwave,1,2005-12-04,ms042107,"Hung Up"
jwave,1,2005-12-11,ms042107,"Hung Up"
jwave,1,2005-12-18,ms042107,"Hung Up"
jwave,1,2005-12-25,ms042107,"Hung Up"
jwave,1,2006-01-01,ms042107,"Hung Up"
jwave,1,2006-01-08,ms042107,"Hung Up"
jwave,1,2006-01-15,ms042107,"Hung Up"
jwave,1,2006-01-22,ms042107,"Hung Up"
jwave,13,2006-02-05,ms042107,"Hung Up"
jwave,47,2006-02-12,ms042107,"Hung Up"
jwave,59,2006-02-19,ms042107,"Hung Up"
jwave,80,2006-02-26,ms042107,"Hung Up"
jwave,47,2006-03-05,ms042107,"Hung Up"
jwave,52,2006-03-12,ms042107,"Hung Up"
jwave,92,2006-03-19,ms042107,"Hung Up"
jwave,31,2006-09-24,ms042107,"Hung Up"
jwave,27,2006-10-01,ms042107,"Hung Up"
jwave,61,2006-10-08,ms042107,"Hung Up"
jwave,24,2007-01-07,ms042107,"Hung Up"
jwave,74,2007-01-14,ms042107,"Hung Up"
jwave,100,2005-11-20,ms042429,Sorry
jwave,68,2005-11-27,ms042429,Sorry
jwave,87,2005-12-04,ms042429,Sorry
jwave,37,2006-02-05,ms042429,Sorry
jwave,10,2006-02-12,ms042429,Sorry
jwave,21,2006-02-19,ms042429,Sorry
jwave,23,2006-02-26,ms042429,Sorry
jwave,25,2006-03-05,ms042429,Sorry
jwave,38,2006-03-12,ms042429,Sorry
jwave,47,2006-03-19,ms042429,Sorry
jwave,48,2006-03-26,ms042429,Sorry
jwave,86,2006-04-02,ms042429,Sorry
jwave,87,2006-07-02,ms042853,"GET TOGETHER"
jwave,59,2006-07-09,ms042853,"GET TOGETHER"
jwave,62,2006-07-16,ms042853,"GET TOGETHER"
jwave,85,2006-07-23,ms042853,"GET TOGETHER"
jwave,80,2006-09-03,ms042853,"GET TOGETHER"
jwave,77,2006-09-10,ms042853,"GET TOGETHER"
jwave,54,2006-10-22,ms043324,JUMP
jwave,21,2006-11-05,ms043324,JUMP
jwave,26,2006-11-12,ms043324,JUMP
jwave,13,2006-11-19,ms043324,JUMP
jwave,13,2006-11-26,ms043324,JUMP
jwave,21,2006-12-03,ms043324,JUMP
jwave,43,2006-12-10,ms043324,JUMP
jwave,54,2006-12-17,ms043324,JUMP
jwave,68,2006-12-24,ms043324,JUMP
jwave,48,2007-03-11,ms043324,JUMP
jwave,12,2007-03-18,ms043324,JUMP
jwave,27,2007-03-25,ms043324,JUMP
jwave,33,2007-04-01,ms043324,JUMP
jwave,67,2007-04-08,ms043324,JUMP
jwave,95,2007-04-15,ms043324,JUMP
jwave,88,2007-04-22,ms043324,JUMP
jwave,12,2003-04-06,ms044356,"American Life"
jwave,4,2003-04-13,ms044356,"American Life"
jwave,4,2003-04-20,ms044356,"American Life"
jwave,1,2003-04-27,ms044356,"American Life"
jwave,1,2003-05-04,ms044356,"American Life"
jwave,2,2003-05-11,ms044356,"American Life"
jwave,2,2003-05-18,ms044356,"American Life"
jwave,5,2003-05-25,ms044356,"American Life"
jwave,14,2003-06-01,ms044356,"American Life"
jwave,16,2003-06-08,ms044356,"American Life"
jwave,52,2003-06-15,ms044356,"American Life"
jwave,84,2003-06-22,ms044356,"American Life"
jwave,32,2003-08-17,ms044453,HOLLYWOOD
jwave,32,2003-08-24,ms044453,HOLLYWOOD
jwave,69,2003-09-07,ms044453,HOLLYWOOD
jwave,45,2003-09-14,ms044453,HOLLYWOOD
jwave,64,2003-09-21,ms044453,HOLLYWOOD
jwave,90,2000-12-03,ms045762,"Don't Tell Me"
jwave,31,2000-12-10,ms045762,"Don't Tell Me"
jwave,15,2000-12-17,ms045762,"Don't Tell Me"
jwave,11,2000-12-24,ms045762,"Don't Tell Me"
jwave,17,2001-01-07,ms045762,"Don't Tell Me"
jwave,18,2001-01-14,ms045762,"Don't Tell Me"
jwave,26,2001-01-21,ms045762,"Don't Tell Me"
jwave,24,2001-01-28,ms045762,"Don't Tell Me"
jwave,29,2001-02-04,ms045762,"Don't Tell Me"
jwave,32,2001-02-11,ms045762,"Don't Tell Me"
jwave,46,2001-02-18,ms045762,"Don't Tell Me"
jwave,62,2001-02-25,ms045762,"Don't Tell Me"
jwave,73,2001-03-04,ms045762,"Don't Tell Me"
jwave,90,2001-03-11,ms045762,"Don't Tell Me"
jwave,14,2000-08-13,ms045869,Music
jwave,7,2000-08-20,ms045869,Music
jwave,6,2000-08-27,ms045869,Music
jwave,5,2000-09-03,ms045869,Music
jwave,3,2000-09-10,ms045869,Music
jwave,2,2000-09-17,ms045869,Music
jwave,1,2000-09-24,ms045869,Music
jwave,1,2000-10-01,ms045869,Music
jwave,1,2000-10-08,ms045869,Music
jwave,1,2000-10-15,ms045869,Music
jwave,1,2000-10-22,ms045869,Music
jwave,1,2000-11-05,ms045869,Music
jwave,3,2000-11-12,ms045869,Music
jwave,4,2000-11-19,ms045869,Music
jwave,16,2000-11-26,ms045869,Music
jwave,24,2000-12-03,ms045869,Music
jwave,40,2000-12-10,ms045869,Music
jwave,65,2000-12-17,ms045869,Music
jwave,87,2000-12-24,ms045869,Music
jwave,73,2001-01-07,ms045869,Music
jwave,36,2001-01-14,ms045869,Music
jwave,51,2001-01-21,ms045869,Music
jwave,82,2001-01-28,ms045869,Music
jwave,56,2002-10-20,ms045941,"Die Another Day"
jwave,37,2002-10-27,ms045941,"Die Another Day"
jwave,40,2002-11-03,ms045941,"Die Another Day"
jwave,38,2002-11-10,ms045941,"Die Another Day"
jwave,21,2002-11-17,ms045941,"Die Another Day"
jwave,9,2002-11-24,ms045941,"Die Another Day"
jwave,12,2002-12-01,ms045941,"Die Another Day"
jwave,18,2002-12-08,ms045941,"Die Another Day"
jwave,13,2002-12-15,ms045941,"Die Another Day"
jwave,15,2002-12-22,ms045941,"Die Another Day"
jwave,26,2003-01-05,ms045941,"Die Another Day"
jwave,10,2003-01-12,ms045941,"Die Another Day"
jwave,21,2003-01-19,ms045941,"Die Another Day"
jwave,22,2003-01-26,ms045941,"Die Another Day"
jwave,32,2003-02-02,ms045941,"Die Another Day"
jwave,44,2003-02-09,ms045941,"Die Another Day"
jwave,43,2003-02-16,ms045941,"Die Another Day"
jwave,56,2003-02-23,ms045941,"Die Another Day"
jwave,43,2003-03-02,ms045941,"Die Another Day"
jwave,30,2003-03-09,ms045941,"Die Another Day"
jwave,16,2003-03-16,ms045941,"Die Another Day"
jwave,19,2003-03-23,ms045941,"Die Another Day"
jwave,71,2007-05-27,ms050330,"HEY YOU"
jwave,66,2007-06-03,ms050330,"HEY YOU"
jwave,99,2007-06-10,ms050330,"HEY YOU"
jwave,86,2008-07-27,ms050332,"Give It 2 Me"
jwave,50,2008-08-03,ms050332,"Give It 2 Me"
jwave,59,2008-08-10,ms050332,"Give It 2 Me"
jwave,44,2008-08-17,ms050332,"Give It 2 Me"
jwave,65,2008-08-24,ms050332,"Give It 2 Me"
jwave,56,2008-09-07,ms050332,"Give It 2 Me"
jwave,97,2008-09-14,ms050332,"Give It 2 Me"
jwave,87,2008-05-04,ms050590,"MILES AWAY"
jwave,47,2008-05-11,ms050590,"MILES AWAY"
jwave,19,2008-05-18,ms050590,"MILES AWAY"
jwave,14,2008-05-25,ms050590,"MILES AWAY"
jwave,14,2008-06-01,ms050590,"MILES AWAY"
jwave,5,2008-06-08,ms050590,"MILES AWAY"
jwave,19,2008-06-15,ms050590,"MILES AWAY"
jwave,6,2008-06-22,ms050590,"MILES AWAY"
jwave,10,2008-07-06,ms050590,"MILES AWAY"
jwave,22,2008-07-13,ms050590,"MILES AWAY"
jwave,35,2008-07-20,ms050590,"MILES AWAY"
jwave,50,2008-07-27,ms050590,"MILES AWAY"
jwave,99,2008-08-03,ms050590,"MILES AWAY"
jwave,29,2009-08-09,ms051339,Celebration
jwave,2,2009-08-16,ms051339,Celebration
jwave,1,2009-08-23,ms051339,Celebration
jwave,1,2009-09-06,ms051339,Celebration
jwave,2,2009-09-13,ms051339,Celebration
jwave,1,2009-10-04,ms051339,Celebration
jwave,1,2009-10-11,ms051339,Celebration
jwave,1,2009-10-18,ms051339,Celebration
jwave,1,2009-10-25,ms051339,Celebration
jwave,2,2009-11-01,ms051339,Celebration
jwave,6,2009-11-08,ms051339,Celebration
jwave,15,2009-11-15,ms051339,Celebration
jwave,25,2009-11-22,ms051339,Celebration
jwave,54,2009-12-06,ms051339,Celebration
jwave,54,2009-12-13,ms051339,Celebration
jwave,27,2009-12-20,ms051339,Celebration
jwave,97,2001-05-13,ms051707,"What It Feels Like For A Girl"
jwave,68,2001-05-20,ms051707,"What It Feels Like For A Girl"
jwave,48,2001-05-27,ms051707,"What It Feels Like For A Girl"
jwave,42,2001-06-03,ms051707,"What It Feels Like For A Girl"
jwave,57,2001-06-10,ms051707,"What It Feels Like For A Girl"
jwave,67,2001-06-17,ms051707,"What It Feels Like For A Girl"
jwave,92,2001-06-24,ms051707,"What It Feels Like For A Girl"
jwave,28,2000-02-13,ms055109,"American Pie"
jwave,6,2000-02-20,ms055109,"American Pie"
jwave,2,2000-02-27,ms055109,"American Pie"
jwave,2,2000-03-05,ms055109,"American Pie"
jwave,3,2000-03-12,ms055109,"American Pie"
jwave,4,2000-03-19,ms055109,"American Pie"
jwave,5,2000-03-26,ms055109,"American Pie"
jwave,5,2000-04-02,ms055109,"American Pie"
jwave,11,2000-04-09,ms055109,"American Pie"
jwave,13,2000-04-16,ms055109,"American Pie"
jwave,10,2000-04-23,ms055109,"American Pie"
jwave,12,2000-05-07,ms055109,"American Pie"
jwave,19,2000-05-14,ms055109,"American Pie"
jwave,38,2000-05-21,ms055109,"American Pie"
jwave,60,2000-05-28,ms055109,"American Pie"
jwave,43,2000-06-11,ms055109,"American Pie"
jwave,32,2000-06-18,ms055109,"American Pie"
jwave,19,2000-06-25,ms055109,"American Pie"
jwave,26,2000-07-02,ms055109,"American Pie"
jwave,59,2000-07-16,ms055109,"American Pie"
jwave,82,2000-07-23,ms055109,"American Pie"
jwave,60,2012-03-11,ms063102,"GIRL GONE WILD"
jwave,60,2012-03-18,ms063102,"GIRL GONE WILD"
jwave,19,2012-03-25,ms063102,"GIRL GONE WILD"
jwave,24,2012-04-01,ms063102,"GIRL GONE WILD"
jwave,1,2012-04-08,ms063102,"GIRL GONE WILD"
jwave,1,2012-04-15,ms063102,"GIRL GONE WILD"
jwave,2,2012-04-22,ms063102,"GIRL GONE WILD"
jwave,11,2012-05-06,ms063102,"GIRL GONE WILD"
jwave,13,2012-05-13,ms063102,"GIRL GONE WILD"
jwave,57,2012-05-20,ms063102,"GIRL GONE WILD"
jwave,52,2012-05-27,ms063102,"GIRL GONE WILD"
jwave,86,2012-06-03,ms063102,"GIRL GONE WILD"
jwave,62,2012-06-10,ms063102,"GIRL GONE WILD"
jwave,68,2012-06-17,ms063102,"GIRL GONE WILD"
jwave,72,2012-06-24,ms063102,"GIRL GONE WILD"
jwave,89,2012-07-01,ms063102,"GIRL GONE WILD"
jwave,48,2012-04-08,ms063936,"TURN UP THE RADIO"
jwave,42,2012-04-15,ms063936,"TURN UP THE RADIO"
jwave,35,2012-04-22,ms063936,"TURN UP THE RADIO"
jwave,94,2000-10-01,ms070442,"RUNAWAY LOVER"
jwave,99,2000-10-08,ms070442,"RUNAWAY LOVER"
jwave,76,2001-11-18,ms071028,"THUNDERPUSS GHV2 MEGAMIX"
jwave,15,2001-11-25,ms071028,"THUNDERPUSS GHV2 MEGAMIX"
jwave,28,2001-12-02,ms071028,"THUNDERPUSS GHV2 MEGAMIX"
jwave,41,2001-12-09,ms071028,"THUNDERPUSS GHV2 MEGAMIX"
jwave,60,2001-12-16,ms071028,"THUNDERPUSS GHV2 MEGAMIX"
jwave,64,2001-12-23,ms071028,"THUNDERPUSS GHV2 MEGAMIX"
jwave,57,2004-12-19,ms073299,"WHAT IT FEELS LIKE FOR A GIRL(STEPHANE POMPOUGNAC REMIX)"
jwave,44,2004-12-26,ms073299,"WHAT IT FEELS LIKE FOR A GIRL(STEPHANE POMPOUGNAC REMIX)"
jwave,44,2005-01-02,ms073299,"WHAT IT FEELS LIKE FOR A GIRL(STEPHANE POMPOUGNAC REMIX)"
jwave,85,2005-01-09,ms073299,"WHAT IT FEELS LIKE FOR A GIRL(STEPHANE POMPOUGNAC REMIX)"
jwave,73,2005-01-16,ms073299,"WHAT IT FEELS LIKE FOR A GIRL(STEPHANE POMPOUGNAC REMIX)"
jwave,75,2005-01-23,ms073299,"WHAT IT FEELS LIKE FOR A GIRL(STEPHANE POMPOUGNAC REMIX)"
jwave,89,2005-12-18,ms073406,"I LOVE NEW YORK"
jwave,83,2005-12-25,ms073406,"I LOVE NEW YORK"
jwave,88,2006-01-01,ms073406,"I LOVE NEW YORK"
jwave,99,2006-01-08,ms073406,"I LOVE NEW YORK"
jwave,19,2010-04-11,ms078384,"MUSIC 2008"
jwave,50,2010-04-18,ms078384,"MUSIC 2008"
jwave,71,2014-12-28,ms082379,"LIVING FOR LOVE"
jwave,5,2015-01-04,ms082379,"LIVING FOR LOVE"
jwave,2,2015-01-11,ms082379,"LIVING FOR LOVE"
jwave,1,2015-01-18,ms082379,"LIVING FOR LOVE"
jwave,11,2015-01-25,ms082379,"LIVING FOR LOVE"
jwave,26,2015-02-01,ms082379,"LIVING FOR LOVE"
jwave,36,2015-02-08,ms082379,"LIVING FOR LOVE"
jwave,46,2015-02-15,ms082379,"LIVING FOR LOVE"
jwave,14,2015-02-22,ms082379,"LIVING FOR LOVE"
jwave,10,2015-03-01,ms082379,"LIVING FOR LOVE"
jwave,22,2015-03-08,ms082379,"LIVING FOR LOVE"
jwave,25,2015-03-15,ms082379,"LIVING FOR LOVE"
jwave,1,2015-03-22,ms082379,"LIVING FOR LOVE"
jwave,1,2015-03-29,ms082379,"LIVING FOR LOVE"
jwave,5,2015-04-05,ms082379,"LIVING FOR LOVE"
jwave,11,2015-04-12,ms082379,"LIVING FOR LOVE"
jwave,24,2015-04-19,ms082379,"LIVING FOR LOVE"
jwave,69,2015-04-26,ms082379,"LIVING FOR LOVE"
jwave,83,2015-05-03,ms082379,"LIVING FOR LOVE"
